arch,run_idx,seed,hazard_cost,num_steps,query_type,statement_text,source_type,source_key,source_resolves
v1_6,1,1869897005,0.1,320000,what_learned,"I mastered the attractor at (16, 3) at step 39558, confirmed by 530 confirming observations.",provenance,"mastery:(16, 3)",True
v1_6,1,1869897005,0.1,320000,what_learned,"The end-state activated at step 41846, confirmed by 278153 confirming observations.",provenance,end_state_activation,True
v1_6,1,1869897005,0.1,320000,what_learned,"I banked knowledge at (5, 8) at step 41846, confirmed by 1334 confirming observations.",provenance,"knowledge_banking:(5, 8)",True
v1_6,1,1869897005,0.1,320000,what_learned,"This knowledge at (5, 8) derives from a threat that was flagged earlier (record: threat:(5, 8)). The structural transformation connected them.",provenance,"threat:(5, 8)",True
v1_6,1,1869897005,0.1,320000,what_learned,"I banked the end-state at step 42207, confirmed by 3079 confirming observations.",provenance,"end_state_banking:(17, 11)",True
v1_6,1,1869897005,0.1,320000,how_related,I first perceived the GREEN colour cell at step 215. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_6,1,1869897005,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 358. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_6,1,1869897005,0.1,320000,how_related,I banked the GREEN knowledge cell (SPHERE_3D) at step 8873. This completed the bankable tier of the GREEN family. The cross-reference to the GREEN attractor is complete.,family,green_knowledge_banked,True
v1_6,1,1869897005,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 84. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_6,1,1869897005,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 39558. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_6,1,1869897005,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 41846. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_6,1,1869897005,0.1,320000,how_related,"My family traversal narrative contains 6 events across both families, in this order: 84:colour_registered:YELLOW|215:colour_registered:GREEN|358:attractor_mastered:GREEN|8873:knowledge_banked:GREEN|39558:attractor_mastered:YELLOW|41846:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_6,1,1869897005,0.1,320000,how_related,"The two families share the same form-progression structure (Measure 2 = 1.0): both progress from a flat colour cell through a 2D acquirable form to a 3D bankable form. This parallelism is a structural assertion of the prepared environment, not a finding about my behaviour.",comparison,form_progression_parallelism,True
v1_6,1,1869897005,0.1,320000,how_related,The tier-ordering similarity between the two families is 0.0 (Measure 1). A value of 0.0 indicates that both families were traversed in the same tier order.,comparison,tier_structure_similarity,True
v1_6,1,1869897005,0.1,320000,how_related,My traversal-sequence distance between the two families is 0.722595 (Measure 3). I entered the GREEN family first. The traversal pattern was interleaved. This is my developmental tempo for this run: the degree to which the two family arcs were separated or interleaved in time.,comparison,traversal_sequence_distance,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I encountered (5, 8) (YELLOW family) at step 11396 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 39558. The resolution window was 28162 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:0,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I entered (5, 9) (unaffiliated cell) at step 358 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.",prediction_error,encounter:1,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I entered (6, 8) (unaffiliated cell) at step 15563 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.",prediction_error,encounter:2,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I encountered (14, 13) (unaffiliated cell) at step 8992 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 11352. The resolution window was 2360 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:3,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I encountered (14, 13) (unaffiliated cell) at step 9090 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 11352. The resolution window was 2262 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:4,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I encountered (14, 13) (unaffiliated cell) at step 9242 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 11352. The resolution window was 2110 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:5,True
v1_6,1,1869897005,0.1,320000,where_surprised,"I entered (14, 14) (GREEN family) at step 358 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.",prediction_error,encounter:6,True
v1_6,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at (4, 15) at step 400, confirmed by 1574 confirming observations.",provenance,"mastery:(4, 15)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I banked knowledge at (14, 14) at step 943, confirmed by 2315 confirming observations.",provenance,"knowledge_banking:(14, 14)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I flagged (14, 13) as a threat at step 972, supported by 1 confirming observation. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 8415.",provenance,"threat:(14, 13)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at (15, 16) at step 1118, confirmed by 1622 confirming observations.",provenance,"mastery:(15, 16)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at (9, 10) at step 6266, confirmed by 458 confirming observations.",provenance,"mastery:(9, 10)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I flagged (5, 8) as a threat at step 8314, supported by 0 confirming observations. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 10860.",provenance,"threat:(5, 8)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I banked knowledge at (6, 8) at step 8315, confirmed by 1823 confirming observations.",provenance,"knowledge_banking:(6, 8)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at (3, 3) at step 8415, confirmed by 1348 confirming observations.",provenance,"mastery:(3, 3)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at (11, 5) at step 10737, confirmed by 453 confirming observations.",provenance,"mastery:(11, 5)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I mastered the attractor at (16, 3) at step 10860, confirmed by 1086 confirming observations.",provenance,"mastery:(16, 3)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I banked knowledge at (14, 13) at step 13230, confirmed by 1191 confirming observations.",provenance,"knowledge_banking:(14, 13)",True
v1_6,2,1489290374,0.1,320000,what_learned,"This knowledge at (14, 13) derives from a threat that was flagged earlier (record: threat:(14, 13)). The structural transformation connected them.",provenance,"threat:(14, 13)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I banked knowledge at (5, 8) at step 14378, confirmed by 1414 confirming observations.",provenance,"knowledge_banking:(5, 8)",True
v1_6,2,1489290374,0.1,320000,what_learned,"This knowledge at (5, 8) derives from a threat that was flagged earlier (record: threat:(5, 8)). The structural transformation connected them.",provenance,"threat:(5, 8)",True
v1_6,2,1489290374,0.1,320000,what_learned,"The end-state activated at step 14379, confirmed by 305620 confirming observations.",provenance,end_state_activation,True
v1_6,2,1489290374,0.1,320000,what_learned,"I banked knowledge at (5, 9) at step 14379, confirmed by 996 confirming observations.",provenance,"knowledge_banking:(5, 9)",True
v1_6,2,1489290374,0.1,320000,what_learned,"I banked the end-state at step 14584, confirmed by 1225 confirming observations.",provenance,"end_state_banking:(12, 13)",True
v1_6,2,1489290374,0.1,320000,how_related,I first perceived the GREEN colour cell at step 215. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_6,2,1489290374,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 400. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_6,2,1489290374,0.1,320000,how_related,I banked the GREEN knowledge cell (SPHERE_3D) at step 943. This completed the bankable tier of the GREEN family. The cross-reference to the GREEN attractor is complete.,family,green_knowledge_banked,True
v1_6,2,1489290374,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 84. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_6,2,1489290374,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 10860. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_6,2,1489290374,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 14378. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_6,2,1489290374,0.1,320000,how_related,"My family traversal narrative contains 6 events across both families, in this order: 84:colour_registered:YELLOW|215:colour_registered:GREEN|400:attractor_mastered:GREEN|943:knowledge_banked:GREEN|10860:attractor_mastered:YELLOW|14378:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_6,2,1489290374,0.1,320000,how_related,"The two families share the same form-progression structure (Measure 2 = 1.0): both progress from a flat colour cell through a 2D acquirable form to a 3D bankable form. This parallelism is a structural assertion of the prepared environment, not a finding about my behaviour.",comparison,form_progression_parallelism,True
v1_6,2,1489290374,0.1,320000,how_related,The tier-ordering similarity between the two families is 0.0 (Measure 1). A value of 0.0 indicates that both families were traversed in the same tier order.,comparison,tier_structure_similarity,True
v1_6,2,1489290374,0.1,320000,how_related,My traversal-sequence distance between the two families is 0.707508 (Measure 3). I entered the GREEN family first. The traversal pattern was interleaved. This is my developmental tempo for this run: the degree to which the two family arcs were separated or interleaved in time.,comparison,traversal_sequence_distance,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I encountered (5, 8) (YELLOW family) at step 8314 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 10860. The resolution window was 2546 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:0,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I entered (5, 9) (unaffiliated cell) at step 6266 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.",prediction_error,encounter:1,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I entered (6, 8) (unaffiliated cell) at step 1118 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.",prediction_error,encounter:2,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I encountered (14, 13) (unaffiliated cell) at step 964 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 8415. The resolution window was 7451 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:3,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I encountered (14, 13) (unaffiliated cell) at step 968 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 8415. The resolution window was 7447 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:4,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I encountered (14, 13) (unaffiliated cell) at step 972 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 8415. The resolution window was 7443 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:5,True
v1_6,2,1489290374,0.1,320000,where_surprised,"I entered (14, 14) (GREEN family) at step 400 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.",prediction_error,encounter:6,True
v1_6,3,1108683743,0.1,320000,what_learned,"I flagged (14, 14) as a threat at step 2045, supported by 4 confirming observations. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 54084.",provenance,"threat:(14, 14)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I flagged (14, 13) as a threat at step 2148, supported by 3 confirming observations. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 2232.",provenance,"threat:(14, 13)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at (9, 10) at step 2232, confirmed by 1100 confirming observations.",provenance,"mastery:(9, 10)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I banked knowledge at (14, 13) at step 2784, confirmed by 1482 confirming observations.",provenance,"knowledge_banking:(14, 13)",True
v1_6,3,1108683743,0.1,320000,what_learned,"This knowledge at (14, 13) derives from a threat that was flagged earlier (record: threat:(14, 13)). The structural transformation connected them.",provenance,"threat:(14, 13)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at (15, 16) at step 2978, confirmed by 461 confirming observations.",provenance,"mastery:(15, 16)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I flagged (5, 9) as a threat at step 4223, supported by 2 confirming observations. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 5203.",provenance,"threat:(5, 9)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I flagged (6, 8) as a threat at step 4225, supported by 1 confirming observation. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 12135.",provenance,"threat:(6, 8)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I flagged (5, 8) as a threat at step 4226, supported by 0 confirming observations. This flag was later disconfirmed (1 disconfirming observation) when the cell transformed. The cell transformed at step 12854.",provenance,"threat:(5, 8)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at (11, 5) at step 5203, confirmed by 1667 confirming observations.",provenance,"mastery:(11, 5)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I banked knowledge at (5, 9) at step 6691, confirmed by 1012 confirming observations.",provenance,"knowledge_banking:(5, 9)",True
v1_6,3,1108683743,0.1,320000,what_learned,"This knowledge at (5, 9) derives from a threat that was flagged earlier (record: threat:(5, 9)). The structural transformation connected them.",provenance,"threat:(5, 9)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at (3, 3) at step 12135, confirmed by 1181 confirming observations.",provenance,"mastery:(3, 3)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at (16, 3) at step 12854, confirmed by 1030 confirming observations.",provenance,"mastery:(16, 3)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I banked knowledge at (5, 8) at step 19838, confirmed by 1144 confirming observations.",provenance,"knowledge_banking:(5, 8)",True
v1_6,3,1108683743,0.1,320000,what_learned,"This knowledge at (5, 8) derives from a threat that was flagged earlier (record: threat:(5, 8)). The structural transformation connected them.",provenance,"threat:(5, 8)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I banked knowledge at (6, 8) at step 19839, confirmed by 381 confirming observations.",provenance,"knowledge_banking:(6, 8)",True
v1_6,3,1108683743,0.1,320000,what_learned,"This knowledge at (6, 8) derives from a threat that was flagged earlier (record: threat:(6, 8)). The structural transformation connected them.",provenance,"threat:(6, 8)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I mastered the attractor at (4, 15) at step 54084, confirmed by 544 confirming observations.",provenance,"mastery:(4, 15)",True
v1_6,3,1108683743,0.1,320000,what_learned,"The end-state activated at step 59413, confirmed by 260586 confirming observations.",provenance,end_state_activation,True
v1_6,3,1108683743,0.1,320000,what_learned,"I banked knowledge at (14, 14) at step 59413, confirmed by 1078 confirming observations.",provenance,"knowledge_banking:(14, 14)",True
v1_6,3,1108683743,0.1,320000,what_learned,"This knowledge at (14, 14) derives from a threat that was flagged earlier (record: threat:(14, 14)). The structural transformation connected them.",provenance,"threat:(14, 14)",True
v1_6,3,1108683743,0.1,320000,what_learned,"I banked the end-state at step 66184, confirmed by 1363 confirming observations.",provenance,"end_state_banking:(16, 7)",True
v1_6,3,1108683743,0.1,320000,how_related,I first perceived the GREEN colour cell at step 215. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_6,3,1108683743,0.1,320000,how_related,I mastered the GREEN attractor (SQUARE_2D) at step 54084. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_6,3,1108683743,0.1,320000,how_related,I banked the GREEN knowledge cell (SPHERE_3D) at step 59413. This completed the bankable tier of the GREEN family. The cross-reference to the GREEN attractor is complete.,family,green_knowledge_banked,True
v1_6,3,1108683743,0.1,320000,how_related,I first perceived the YELLOW colour cell at step 84. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_6,3,1108683743,0.1,320000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 12854. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_6,3,1108683743,0.1,320000,how_related,I banked the YELLOW knowledge cell (PYRAMID_3D) at step 19838. This completed the bankable tier of the YELLOW family. The cross-reference to the YELLOW attractor is complete.,family,yellow_knowledge_banked,True
v1_6,3,1108683743,0.1,320000,how_related,"My family traversal narrative contains 6 events across both families, in this order: 84:colour_registered:YELLOW|215:colour_registered:GREEN|12854:attractor_mastered:YELLOW|19838:knowledge_banked:YELLOW|54084:attractor_mastered:GREEN|59413:knowledge_banked:GREEN.",family,family_traversal_narrative,True
v1_6,3,1108683743,0.1,320000,how_related,"The two families share the same form-progression structure (Measure 2 = 1.0): both progress from a flat colour cell through a 2D acquirable form to a 3D bankable form. This parallelism is a structural assertion of the prepared environment, not a finding about my behaviour.",comparison,form_progression_parallelism,True
v1_6,3,1108683743,0.1,320000,how_related,The tier-ordering similarity between the two families is 0.0 (Measure 1). A value of 0.0 indicates that both families were traversed in the same tier order.,comparison,tier_structure_similarity,True
v1_6,3,1108683743,0.1,320000,how_related,My traversal-sequence distance between the two families is 0.725293 (Measure 3). I entered the YELLOW family first. The traversal pattern was interleaved. This is my developmental tempo for this run: the degree to which the two family arcs were separated or interleaved in time.,comparison,traversal_sequence_distance,True
v1_6,3,1108683743,0.1,320000,where_surprised,"I encountered (5, 8) (YELLOW family) at step 4226 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 12854. The resolution window was 8628 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:0,True
v1_6,3,1108683743,0.1,320000,where_surprised,"I encountered (5, 9) (unaffiliated cell) at step 4223 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 5203. The resolution window was 980 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:1,True
v1_6,3,1108683743,0.1,320000,where_surprised,"I encountered (6, 8) (unaffiliated cell) at step 4225 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 12135. The resolution window was 7910 steps: the developmental distance between awareness and readiness.",prediction_error,encounter:2,True
